PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP1_peak_38	II	202251	202584	+	20	NA	promoter-TSS (YBL014C)	protein_coding-promoter-TSS (YBL014C)	361	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_508	X	236574	236852	+	20	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-357	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_399	VII	560169	560446	+	20	NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-313	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_656	XII	764656	764855	+	20	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-53	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_576	XI	340630	340968	+	20	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-253	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_119	IV	117287	117590	+	20	NA	promoter-TSS (YDL191W)	protein_coding-promoter-TSS (YDL191W)	-226	YDL191W	YDL191W	YDL191W			RPL35A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_445	VII	1052258	1052477	+	20	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-457	YGR281W	YGR281W	YGR281W			YOR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_854	XV	461545	461873	+	19	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	-82	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_630	XII	416795	417419	+	19	NA	promoter-TSS (YLR136C)	protein_coding-promoter-TSS (YLR136C)	101	YLR137W	YLR137W	YLR137W			RKM5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_210	IV	1384749	1385198	+	19	NA	promoter-TSS (YDR461W)	protein_coding-promoter-TSS (YDR461W)	-203	YDR461W	YDR461W	YDR461W			MFA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_457	VIII	103942	104143	+	19	NA	promoter-TSS (YHL001W)	protein_coding-promoter-TSS (YHL001W)	-235	YHL001W	YHL001W	YHL001W			RPL14B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_739	XIII	667227	667426	+	19	NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	130	RNA170	RNA170	RNA170			RNA170			ncRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_25	II	101219	101418	+	19	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-162	YBL064C	YBL064C	YBL064C			PRX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_839	XV	234880	235083	+	19	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	41	YOL051W	YOL051W	YOL051W			GAL11			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_582	XI	393443	393855	+	19	NA	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-72	YKL023W	YKL023W	YKL023W			YKL023W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_192	IV	1150685	1150884	+	19	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-97	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_796	XIV	479128	479767	+	19	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-282	YNL079C	YNL079C	YNL079C			TPM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_627	XII	341109	341554	+	19	NA	promoter-TSS (YLR099C)	protein_coding-promoter-TSS (YLR099C)	6	YLR099W-A	YLR099W-A	YLR099W-A			MIM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_43	II	251302	251605	+	19	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-437	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_259	IX	370119	370318	+	19	NA	promoter-TSS (YIR006C)	protein_coding-promoter-TSS (YIR006C)	-199	tE(UUC)I	tE(UUC)I	tE(UUC)I			tE(UUC)I			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_258	IX	360376	360709	+	19	NA	promoter-TSS (YIR002C)	protein_coding-promoter-TSS (YIR002C)	-146	YIR002C	YIR002C	YIR002C			MPH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_375	VII	289424	289623	+	19	NA	promoter-TSS (YGL116W)	protein_coding-promoter-TSS (YGL116W)	-286	YGL116W	YGL116W	YGL116W			CDC20			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_725	XIII	463457	463661	+	19	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	5	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_437	VII	958507	958820	+	19	NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-453	YGR233C	YGR233C	YGR233C			PHO81			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_82	II	718144	718415	+	19	NA	promoter-TSS (YBR249C)	protein_coding-promoter-TSS (YBR249C)	-285	YBR249C	YBR249C	YBR249C			ARO4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_217	IV	1445663	1445971	+	19	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-350	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_187	IV	1022386	1022627	+	19	NA	promoter-TSS (YDR281C)	protein_coding-promoter-TSS (YDR281C)	-185	YDR281C	YDR281C	YDR281C			PHM6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_137	IV	341107	341550	+	19	NA	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-291	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_32	II	164139	164340	+	19	NA	promoter-TSS (YBL030C)	protein_coding-promoter-TSS (YBL030C)	-242	YBL030C	YBL030C	YBL030C			PET9			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_596	XI	567306	567564	+	19	NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-237	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_12	I	168989	169188	+	19	NA	promoter-TSS (YAR014C)	protein_coding-promoter-TSS (YAR014C)	-217	YAR014C	YAR014C	YAR014C			BUD14			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_433	VII	913208	913541	+	19	NA	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-147	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_967	XVI	751982	752334	+	19	NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-99	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_194	IV	1172144	1172348	+	19	NA	promoter-TSS (YDR348C)	protein_coding-promoter-TSS (YDR348C)	-421	YDR348C	YDR348C	YDR348C			PAL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_57	II	444726	444925	+	19	NA	promoter-TSS (YBR101C)	protein_coding-promoter-TSS (YBR101C)	-132	YBR101C	YBR101C	YBR101C			FES1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_920	XVI	114483	114993	+	19	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-574	YPL230W	YPL230W	YPL230W			USV1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_784	XIV	340164	340363	+	19	NA	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	-89	YNL157W	YNL157W	YNL157W			IGO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_167	IV	794346	794545	+	19	NA	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	278	YDR169C-A	YDR169C-A	YDR169C-A			YDR169C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_697	XIII	219819	220018	+	19	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-220	YML028W	YML028W	YML028W			TSA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_79	II	681915	682114	+	18	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-152	LSR1	LSR1	LSR1			LSR1			snRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_281	V	153118	153325	+	18	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-299	YER001W	YER001W	YER001W			MNN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_529	X	598063	598672	+	18	NA	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-31	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_588	XI	462758	463147	+	18	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-256	YKR011C	YKR011C	YKR011C			YKR011C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_467	VIII	222663	222862	+	18	NA	promoter-TSS (YHR061C)	protein_coding-promoter-TSS (YHR061C)	-284	YHR061C	YHR061C	YHR061C			GIC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_667	XII	855802	856001	+	18	NA	promoter-TSS (YLR364C-A)	protein_coding-promoter-TSS (YLR364C-A)	-256	YLR364C-A	YLR364C-A	YLR364C-A			YLR364C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_168	IV	808101	808300	+	18	NA	promoter-TSS (YDR172W)	protein_coding-promoter-TSS (YDR172W)	-124	YDR172W	YDR172W	YDR172W			SUP35			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_156	IV	562733	562932	+	18	NA	promoter-TSS (YDR054C)	protein_coding-promoter-TSS (YDR054C)	-505	YDR054C	YDR054C	YDR054C			CDC34			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_530	X	608052	608251	+	18	NA	promoter-TSS (YJR094W-A)	protein_coding-promoter-TSS (YJR094W-A)	-154	YJR094W-A	YJR094W-A	YJR094W-A			RPL43B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_334	VI	27835	28203	+	18	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-213	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_669	XII	877622	878025	+	18	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-459	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_121	IV	132844	133356	+	18	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-337	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_220	IV	1459550	1460208	+	18	NA	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-659	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_110	IV	76	420	+	18	NA	Intergenic	Intergenic	-1554	YDL248W	YDL248W	YDL248W			COS7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_763	XIV	57562	58243	+	18	NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-253	YNL306W	YNL306W	YNL306W			MRPS18			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_597	XI	571133	571332	+	18	NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-323	YKR068C	YKR068C	YKR068C			BET3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_75	II	644891	645469	+	18	NA	promoter-TSS (YBR210W)	protein_coding-promoter-TSS (YBR210W)	13	tE(UUC)B	tE(UUC)B	tE(UUC)B			tE(UUC)B			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_50	II	375878	376294	+	18	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-396	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_633	XII	449409	449696	+	18	NA	promoter-TSS (tQ(UUG)L)	tRNA-promoter-TSS (tQ(UUG)L)	-831	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_297	V	295075	295408	+	18	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-169	YER069W	YER069W	YER069W			ARG5,6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_301	V	322988	323251	+	18	NA	TTS (SRG1)	ncRNA-TTS (SRG1)	433	YER081W	YER081W	YER081W			SER3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_881	XV	780690	780889	+	18	NA	promoter-TSS (YOR236W)	protein_coding-promoter-TSS (YOR236W)	-117	YOR236W	YOR236W	YOR236W			DFR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_17	I	210906	211105	+	18	NA	Intergenic	Intergenic	2638	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_868	XV	606296	606606	+	18	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-156	YOR147W	YOR147W	YOR147W			MDM32			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_497	X	115683	116183	+	18	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	77	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_642	XII	553768	554295	+	18	NA	promoter-TSS (YLR205C)	protein_coding-promoter-TSS (YLR205C)	-354	YLR205C	YLR205C	YLR205C			HMX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_724	XIII	453639	453838	+	18	NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-259	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_871	XV	648972	649171	+	18	NA	promoter-TSS (YOR166C)	protein_coding-promoter-TSS (YOR166C)	-64	YOR167C	YOR167C	YOR167C			RPS28A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_625	XII	289679	289937	+	18	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-404	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_141	IV	386678	387105	+	18	NA	TTS (YDL036C)	protein_coding-TTS (YDL036C)	-1304	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_417	VII	756588	756787	+	18	NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	-209	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_837	XV	231940	232372	+	18	NA	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-401	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_852	XV	443823	444489	+	18	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-530	YOR063W	YOR063W	YOR063W			RPL3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_696	XIII	178259	178458	+	18	NA	promoter-TSS (YML048W)	protein_coding-promoter-TSS (YML048W)	-53	YML049C	YML049C	YML049C			RSE1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_969	XVI	770680	771116	+	18	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-755	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_514	X	373995	374488	+	18	NA	promoter-TSS (YJL039C)	protein_coding-promoter-TSS (YJL039C)	254	tD(GUC)J3	tD(GUC)J3	tD(GUC)J3			tD(GUC)J3			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_572	XI	317243	317442	+	18	NA	promoter-TSS (YKL064W)	protein_coding-promoter-TSS (YKL064W)	-285	YKL065C	YKL065C	YKL065C			YET1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_4	I	34373	34779	+	18	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-579	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_404	VII	617669	618077	+	18	NA	promoter-TSS (YGR062C)	protein_coding-promoter-TSS (YGR062C)	-49	YGR063C	YGR063C	YGR063C			SPT4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_291	V	266135	266334	+	17	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-449	YER055C	YER055C	YER055C			HIS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_818	XV	21455	21705	+	17	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-269	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_458	VIII	115814	116252	+	17	NA	promoter-TSS (YHR005C-A)	protein_coding-promoter-TSS (YHR005C-A)	-132	YHR005C-A	YHR005C-A	YHR005C-A			TIM10			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_979	XVI	866521	866720	+	17	NA	promoter-TSS (YPR161C)	protein_coding-promoter-TSS (YPR161C)	-198	YPR161C	YPR161C	YPR161C			SGV1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_253	IX	321958	322157	+	17	NA	promoter-TSS (YIL015W)	protein_coding-promoter-TSS (YIL015W)	-285	YIL015W	YIL015W	YIL015W			BAR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_86	III	17030	17229	+	17	NA	promoter-TSS (YCL063W)	protein_coding-promoter-TSS (YCL063W)	-161	YCL063W	YCL063W	YCL063W			VAC17			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_594	XI	551080	551726	+	17	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-254	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_884	XV	831991	832655	+	17	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	-9	snR8	snR8	snR8			snR8			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_152	IV	541793	542332	+	17	NA	promoter-TSS (YDR042C)	protein_coding-promoter-TSS (YDR042C)	-362	snR47	snR47	snR47			snR47			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_575	XI	338981	339180	+	17	NA	promoter-TSS (YKL053W)	protein_coding-promoter-TSS (YKL053W)	-327	YKL054C	YKL054C	YKL054C			DEF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_800	XIV	547101	547728	+	17	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	301	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_557	XI	143322	143521	+	17	NA	promoter-TSS (YKL163W)	protein_coding-promoter-TSS (YKL163W)	-602	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_309	V	400782	401161	+	17	NA	promoter-TSS (YER119C)	protein_coding-promoter-TSS (YER119C)	-129	YER119C	YER119C	YER119C			AVT6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_827	XV	92922	93238	+	17	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-230	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_312	V	422459	422782	+	17	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-174	YER130C	YER130C	YER130C			COM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_16	I	198519	198718	+	17	NA	Intergenic	Intergenic	3169	YAR047C	YAR047C	YAR047C			YAR047C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_453	VIII	54465	54844	+	17	NA	promoter-TSS (YHL025W)	protein_coding-promoter-TSS (YHL025W)	-197	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_772	XIV	187594	188029	+	17	NA	promoter-TSS (YNL243W)	protein_coding-promoter-TSS (YNL243W)	-240	YNL243W	YNL243W	YNL243W			SLA2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_736	XIII	637128	637420	+	17	NA	promoter-TSS (YMR188C)	protein_coding-promoter-TSS (YMR188C)	-226	YMR189W	YMR189W	YMR189W			GCV2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_505	X	204724	205211	+	17	NA	promoter-TSS (YJL112W)	protein_coding-promoter-TSS (YJL112W)	232	tD(GUC)J1	tD(GUC)J1	tD(GUC)J1			tD(GUC)J1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_523	X	517773	518048	+	17	NA	promoter-TSS (YJR043C)	protein_coding-promoter-TSS (YJR043C)	-26	tM(CAU)J3	tM(CAU)J3	tM(CAU)J3			IMT3			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_917	XVI	99203	99537	+	17	NA	promoter-TSS (YPL239W)	protein_coding-promoter-TSS (YPL239W)	-114	YPL239W	YPL239W	YPL239W			YAR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_364	VII	157559	157804	+	17	NA	promoter-TSS (YGL181W)	protein_coding-promoter-TSS (YGL181W)	-85	YGL182C	YGL182C	YGL182C			YGL182C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_863	XV	514743	515000	+	17	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-373	YOR101W	YOR101W	YOR101W			RAS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_556	XI	108794	109058	+	17	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-343	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_348	VI	210669	210977	+	17	NA	promoter-TSS (YFR028C)	protein_coding-promoter-TSS (YFR028C)	-114	YFR029W	YFR029W	YFR029W			PTR3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_895	XV	912569	912776	+	17	NA	promoter-TSS (YOR318C)	protein_coding-promoter-TSS (YOR318C)	-150	YOR319W	YOR319W	YOR319W			HSH49			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_116	IV	87255	87454	+	17	NA	promoter-TSS (YDL207W)	protein_coding-promoter-TSS (YDL207W)	-128	YDL209C	YDL209C	YDL209C			CWC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_569	XI	260318	260830	+	17	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-558	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_250	IX	300041	300240	+	17	NA	promoter-TSS (YIL030C)	protein_coding-promoter-TSS (YIL030C)	-131	YIL030C	YIL030C	YIL030C			SSM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_769	XIV	107204	107533	+	17	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-319	YNL282W	YNL282W	YNL282W			POP3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_42	II	236061	236561	+	17	NA	promoter-TSS (YBL002W)	protein_coding-promoter-TSS (YBL002W)	-181	YBL002W	YBL002W	YBL002W			HTB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_912	XVI	66834	67257	+	17	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-431	YPL256C	YPL256C	YPL256C			CLN2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_647	XII	628399	628598	+	17	NA	TTS (YLR246W)	protein_coding-TTS (YLR246W)	115	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_257	IX	338744	339141	+	17	NA	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-402	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_446	VII	1064817	1065303	+	17	NA	promoter-TSS (YGR286C)	protein_coding-promoter-TSS (YGR286C)	-120	YGR286C	YGR286C	YGR286C			BIO2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_256	IX	336069	336489	+	17	NA	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	-67	YIL009C-A	YIL009C-A	YIL009C-A			EST3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_681	XII	1071623	1071822	+	17	NA	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	-12	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_336	VI	56099	56298	+	17	NA	promoter-TSS (YFL037W)	protein_coding-promoter-TSS (YFL037W)	-138	YFL037W	YFL037W	YFL037W			TUB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_721	XIII	420334	420643	+	17	NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	173	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_690	XIII	104227	104605	+	16	NA	promoter-TSS (YML081C-A)	protein_coding-promoter-TSS (YML081C-A)	-254	YML081C-A	YML081C-A	YML081C-A			ATP18			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_147	IV	485260	485713	+	16	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-121	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_140	IV	385953	386425	+	16	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-602	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_202	IV	1266847	1267419	+	16	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-235	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
