PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_271	VII	323753	324139	+	14	NA	TTS (YGL097W)	protein_coding-TTS (YGL097W)	-1385	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_473	XII	638363	638623	+	14	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	1713	YLR249W	YLR249W	YLR249W			YEF3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_553	XIV	87070	87509	+	14	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-608	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_457	XII	390469	390799	+	14	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-364	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_247	VI	226530	226780	+	14	NA	promoter-TSS (YFR034C)	protein_coding-promoter-TSS (YFR034C)	105	tK(CUU)F	tK(CUU)F	tK(CUU)F			tK(CUU)F			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_588	XIV	663687	664335	+	14	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-259	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_362	X	136303	136573	+	14	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	264	YJL152W	YJL152W	YJL152W			YJL152W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_166	IX	214968	215328	+	13	NA	TTS (YIL078W)	protein_coding-TTS (YIL078W)	805	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_73	III	157518	157821	+	13	NA	promoter-TSS (YCR021C)	protein_coding-promoter-TSS (YCR021C)	96	YCR022C	YCR022C	YCR022C			YCR022C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_478	XII	723253	723774	+	13	NA	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	-531	YLR297W	YLR297W	YLR297W			YLR297W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_436	XI	578898	579345	+	13	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-88	YKR074W	YKR074W	YKR074W			AIM29			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_77	III	225270	225552	+	13	NA	promoter-TSS (YCR061W)	protein_coding-promoter-TSS (YCR061W)	-152	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_582	XIV	622549	622748	+	13	NA	promoter-TSS (YNL004W)	protein_coding-promoter-TSS (YNL004W)	-220	YNL005C	YNL005C	YNL005C			MRP7			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_413	XI	219743	220202	+	13	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	77	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_80	III	240508	240832	+	13	NA	promoter-TSS (YCR071C)	protein_coding-promoter-TSS (YCR071C)	-127	YCR071C	YCR071C	YCR071C			IMG2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_219	V	422606	422805	+	13	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-259	YER130C	YER130C	YER130C			COM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_97	IV	363595	363794	+	13	NA	promoter-TSS (YDL051W)	protein_coding-promoter-TSS (YDL051W)	-111	YDL052C	YDL052C	YDL052C			SLC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_462	XII	448482	448907	+	13	NA	promoter-TSS (YLR154C)	protein_coding-promoter-TSS (YLR154C)	27	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_487	XII	830459	830658	+	13	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-194	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_461	XII	440023	440222	+	12	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-299	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_88	IV	217179	217542	+	12	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-240	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_173	IX	321856	322122	+	12	NA	promoter-TSS (YIL015W)	protein_coding-promoter-TSS (YIL015W)	-353	YIL015W	YIL015W	YIL015W			BAR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_45	II	554747	555057	+	12	NA	promoter-TSS (YBR157C)	protein_coding-promoter-TSS (YBR157C)	-592	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_696	XVI	645228	645702	+	12	NA	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-485	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_406	XI	141968	142167	+	12	NA	promoter-TSS (tE(UUC)K)	tRNA-promoter-TSS (tE(UUC)K)	752	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_42	II	474115	474466	+	12	NA	promoter-TSS (YBR115C)	protein_coding-promoter-TSS (YBR115C)	-364	YBR115C	YBR115C	YBR115C			LYS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_321	VII	1025913	1026284	+	11	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-363	YGR267C	YGR267C	YGR267C			FOL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_190	V	77470	77753	+	11	NA	promoter-TSS (YEL040W)	protein_coding-promoter-TSS (YEL040W)	-442	YEL040W	YEL040W	YEL040W			UTR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_667	XVI	118079	118278	+	11	NA	promoter-TSS (YPL228W)	protein_coding-promoter-TSS (YPL228W)	-204	YPL228W	YPL228W	YPL228W			CET1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_310	VII	859623	859822	+	11	NA	promoter-TSS (YGR182C)	protein_coding-promoter-TSS (YGR182C)	-246	YGR183C	YGR183C	YGR183C			QCR9			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_403	XI	106648	106847	+	11	NA	promoter-TSS (YKL181W)	protein_coding-promoter-TSS (YKL181W)	-569	YKL181W	YKL181W	YKL181W			PRS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_602	XV	158988	159305	+	10	NA	promoter-TSS (YOL086W-A)	protein_coding-promoter-TSS (YOL086W-A)	-27	YOL086W-A	YOL086W-A	YOL086W-A			MHF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_200	V	221581	221780	+	10	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	-166	YER034W	YER034W	YER034W			YER034W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_36	II	407421	407620	+	10	NA	promoter-TSS (YBR082C)	protein_coding-promoter-TSS (YBR082C)	-351	YBR082C	YBR082C	YBR082C			UBC4			protein_coding
